Fund Name, Type, Replication method, Inception date, Fund size [M€], Distribution policy, WKN, ISIN, 
HSBC MSCI World UCITS ETF USD, Equity World, Optimized; sampling, 08.12.10, 5732, Distributing, A1C9KK, IE00B4X9L533, 
UBS ETF (IE) MSCI World UCITS ETF (USD) A-dis, Equity World, Optimized; sampling, 11.04.12, 168, Distributing, A1JVCA, IE00B7KQ7B66, 
Xtrackers MSCI World UCITS ETF 1C, Equity World, Optimized; sampling, 22.07.14, 9100, Accumulating, A1XB5U, IE00BJ0KDQ92, 
Xtrackers MSCI World UCITS ETF 1D, Equity World, Optimized; sampling, 23.02.15, 1636, Distributing, A1XEY2, IE00BK1PV551, 
Amundi Index MSCI World UCITS ETF DR (C), Equity World, Full replication, 29.06.16, 1051, Accumulating, A2ATYV, LU1437016972, 
Amundi Index MSCI World UCITS ETF DR EUR (D), Equity World, Full replication, 19.12.17, 603, Distributing, A2H9QY, LU1737652237, 
Lyxor Core MSCI World (DR) UCITS ETF - Acc, Equity World, Optimized; sampling, 28.02.18, 2992, Accumulating, LYX0YD, LU1781541179, 
Amundi MSCI World UCITS ETF EUR (C), Equity World, Swap based; Unfunded, 18.04.18, 2661, Accumulating, A2H59Q, LU1681043599, 
Amundi MSCI World UCITS ETF USD (C), Equity World, Swap based; Unfunded, 18.04.18, 71, Accumulating, A2H59R, LU1681043672, 
Deka MSCI World UCITS ETF, Equity World, Full replication, 04.09.18, 1807, Distributing, ETFL50, DE000ETFL508, 
SPDR MSCI World UCITS ETF, Equity World, Optimized; sampling, 28.02.19, 2846, Accumulating, A2N6CW, IE00BFY0GT14, 
UBS ETF (IE) MSCI World UCITS ETF (USD) A-acc, Equity World, Optimized; sampling, 07.06.19, 40, Accumulating, A2PK5J, IE00BD4TXV59, 
Xtrackers MSCI World Swap UCITS ETF 1D, Equity World, Swap based; Unfunded, 03.03.21, 660, Distributing, DBX0RG, LU2263803533, 
Lyxor MSCI World UCITS ETF - Acc, Equity World, Swap based; Unfunded, 02.06.21, 48, Accumulating, LYX9ZB, FR0014003IY1, 
Amundi MSCI World UCITS ETF DR USD (D), Equity World, Full replication, 09.06.22, 143, Distributing, A3DH0A, IE000CNSFAR2, 
HSBC MSCI World UCITS ETF USD (Acc), Equity World, Optimized; sampling, 28.06.22, 48, Accumulating, A3DN5J, IE000UQND7H4, 
Amundi MSCI World III UCITS ETF Dist, Equity World, Swap based; Unfunded, 21.04.23, 3550, Distributing, ETF018, LU2572257124, 
iShares Core MSCI World UCITS ETF USD (Dist), Equity World, Optimized; sampling, 26.07.23, 19, Distributing, A3EP8F, IE000OHHIBC6, 
HSBC MSCI World UCITS ETF CHF hedged, Equity World, Optimized; sampling, 23.05.23, 21, Accumulating, A3ECM1, IE000WMRNBB0, 
iShares MSCI World EUR Hedged UCITS ETF (Acc), Equity World, Optimized; sampling, 30.09.10, 2934, Accumulating, A1C5E7, IE00B441G979, 
Xtrackers MSCI World Swap UCITS ETF 4C EUR hedged, Equity World, Swap based; Unfunded, 22.08.13, 460, Accumulating, DBX0KQ, LU0659579733, 
Lyxor MSCI World UCITS ETF - Monthly Hedged to EUR - Dist, Equity World, Swap based; Unfunded, 15.01.14, 596, Distributing, LYX0R5, FR0011660927, 
iShares Core MSCI World UCITS ETF EUR Hedged (Dist), Equity World, Optimized; sampling, 05.06.19, 880, Distributing, A2PKSQ, IE00BKBF6H24, 
Lyxor MSCI World UCITS ETF - Monthly Hedged to EUR - Acc, Equity World, Swap based; Unfunded, 02.06.21, 513, Accumulating, LYX9ZA, FR0014003N93, 
HSBC MSCI World UCITS ETF EUR Hedged (Acc), Equity World, Optimized; sampling, 09.12.22, 135, Accumulating, A3DV0F, IE000QMIHY81, 
SPDR MSCI World UCITS ETF EUR Hedged Acc, Equity World, Optimized; sampling, 19.07.23, 9, Accumulating, A3EG2U, IE000BZ1HVL2, 
iShares MSCI World GBP Hedged UCITS ETF (Acc), Equity World, Optimized; sampling, 30.09.10, 280, Accumulating, A1C5E8, IE00B42YS929, 
SPDR MSCI World UCITS ETF GBP Hedged Dist, Equity World, Optimized; sampling, 19.07.23, 2, Distributing, A3EG2T, IE0005POVJH8, 
Lyxor MSCI World UCITS ETF - Monthly Hedged to USD - Dist, Equity World, Swap based; Unfunded, 15.01.14, 43, Distributing, LYX0TD, FR0011669845, 
Amundi ETF MSCI World ex EMU UCITS ETF EUR (C), Equity World, Swap based; Unfunded, 29.06.09, 481, Accumulating, A0RPV6, FR0010756114, 
Amundi MSCI World ex Europe UCITS ETF EUR (C), Equity World, Swap based; Unfunded, 18.04.18, 481, Accumulating, A2H57S, LU1681045537, 
Amundi Prime Global UCITS ETF DR (D), Equity World, Full replication, 30.01.19, 503, Distributing, A2PBLJ, LU1931974692, 
Amundi Prime Global UCITS ETF DR (C), Equity World, Full replication, 15.01.20, 225, Accumulating, A2PWMK, LU2089238203, 
iShares MSCI Australia UCITS ETF, Equity Australia, Full replication, 22.01.10, 441, Accumulating, A0YJ80, IE00B5377D42, 
UBS ETF (IE) MSCI Australia UCITS ETF (AUD) A-acc, Equity Australia, Full replication, 30.09.13, 186, Accumulating, A1W5DD, IE00BD4TY451, 
UBS ETF (IE) MSCI Australia UCITS ETF (AUD) A-dis, Equity Australia, Full replication, 18.09.17, 52, Distributing, A2DWP8, IE00BD4TY345, 
UBS ETF (IE) MSCI Australia UCITS ETF (hedged to CHF) A-acc, Equity Australia, Full replication, 27.11.15, 23, Accumulating, A140DW, IE00BX7RS779, 
UBS ETF (IE) MSCI Australia UCITS ETF (hedged to EUR) A-acc, Equity Australia, Full replication, 27.11.15, 35, Accumulating, A140DY, IE00BWT3KS11, 
UBS ETF (IE) MSCI Australia UCITS ETF (hedged to GBP) A-acc, Equity Australia, Full replication, 27.11.15, 1, Accumulating, A140D0, IE00BXDZNQ90, 
UBS ETF (IE) MSCI Australia UCITS ETF (hedged to USD) A-acc, Equity Australia, Full replication, 30.09.15, 14, Accumulating, A140D2, IE00BX7RS555, 
Xtrackers S&P/ASX 200 UCITS ETF 1D, Equity Australia, Full replication, 17.01.08, 56, Distributing, DBX1A2, LU0328474803, 
Lyxor Australia (S&P/ASX 200) UCITS ETF - Dist, Equity Australia, Swap based; Unfunded, 26.03.10, 77, Distributing, LYX0FU, LU0496786905, 
iShares ATX UCITS ETF (DE), Equity Austria, Full replication, 04.08.05, 90, Distributing, A0D8Q2, DE000A0D8Q23, 
Xtrackers ATX UCITS ETF 1C, Equity Austria, Full replication, 11.11.11, 43, Accumulating, DBX0KJ, LU0659579063, 
Franklin FTSE Brazil UCITS ETF, Equity Brazil, Full replication, 04.06.19, 33, Accumulating, A2PB5U, IE00BHZRQY00, 
iShares MSCI Brazil UCITS ETF (Dist), Equity Brazil, Full replication, 18.11.05, 326, Distributing, A0HGWA, IE00B0M63516, 
Lyxor MSCI Brazil UCITS ETF - Acc, Equity Brazil, Swap based; Unfunded, 24.01.07, 382, Accumulating, LYX02B, LU1900066207, 
Xtrackers MSCI Brazil UCITS ETF 1C, Equity Brazil, Full replication, 22.06.07, 71, Accumulating, DBX1MR, LU0292109344, 
HSBC MSCI Brazil UCITS ETF USD, Equity Brazil, Full replication, 12.07.10, 23, Distributing, A1C195, IE00B5W34K94, 
Amundi MSCI Brazil UCITS ETF USD (C), Equity Brazil, Swap based; Unfunded, 13.12.16, 7, Accumulating, A2AQ5K, LU1437024992, 
iShares MSCI Brazil UCITS ETF (DE) USD (Acc), Equity Brazil, Full replication, 24.10.18, 2371, Accumulating, A0Q4R8, DE000A0Q4R85, 
Expat Bulgaria SOFIX UCITS ETF, Equity Bulgaria, Full replication, 24.06.17, 4, Accumulating, A2ARPV, BG9000011163, 
UBS ETF (LU) MSCI Canada UCITS ETF (CAD) A-dis, Equity Canada, Full replication, 30.09.09, 705, Distributing, A0X97V, LU0446734872, 
iShares MSCI Canada UCITS ETF (Acc), Equity Canada, Full replication, 12.01.10, 915, Accumulating, A0YEDS, IE00B52SF786, 
HSBC MSCI Canada UCITS ETF USD, Equity Canada, Full replication, 23.02.11, 24, Distributing, A1JHYS, IE00B51B7Z02, 
UBS ETF (LU) MSCI Canada UCITS ETF (CAD) A-acc, Equity Canada, Full replication, 13.07.17, 433, Accumulating, A1W3CB, LU0950672807, 
UBS ETF (LU) MSCI Canada UCITS ETF (hedged to CHF) A-acc, Equity Canada, Full replication, 30.01.15, 30, Accumulating, A12D6B, LU1130155432, 
UBS ETF (LU) MSCI Canada UCITS ETF (hedged to EUR) A-acc, Equity Canada, Full replication, 27.02.15, 59, Accumulating, A12D6D, LU1130155606, 
UBS ETF (LU) MSCI Canada UCITS ETF (hedged to GBP) A-acc, Equity Canada, Full replication, 27.02.15, 51, Accumulating, A12D6K, LU1130156323, 
UBS ETF (LU) MSCI Canada UCITS ETF (hedged to GBP) A-dis, Equity Canada, Full replication, 27.02.15, 1, Distributing, A12D6L, LU1130156596, 
UBS ETF (LU) MSCI Canada UCITS ETF (hedged to USD) A-acc, Equity Canada, Full replication, 27.02.15, 33, Accumulating, A12D6F, LU1130155861, 
Xtrackers CSI 300 Swap UCITS ETF 1C, Equity China, Swap based; Unfunded, 27.06.12, 2325, Accumulating, DBX0M2, LU0779800910, 
Xtrackers Harvest CSI 300 UCITS ETF 1D, Equity China, Full replication, 08.01.14, 388, Distributing, DBX0NK, LU0875160326, 
iShares Dow Jones China Offshore 50 UCITS ETF (DE), Equity China, Full replication, 27.03.06, 59, Distributing, A0F5UE, DE000A0F5UE8, 
Franklin FTSE China UCITS ETF, Equity China, Full replication, 04.06.19, 242, Accumulating, A2PB5V, IE00BHZRR147, 
iShares China Large Cap UCITS ETF, Equity China, Full replication, 21.10.04, 532, Distributing, A0DK6Z, IE00B02KXK85, 
Xtrackers FTSE China 50 UCITS ETF 1C, Equity China, Full replication, 19.06.07, 100, Accumulating, DBX1FX, LU0292109856, 
Xtrackers Harvest FTSE China A-H 50 UCITS ETF 1D, Equity China, Full replication, 22.03.16, 9, Distributing, DBX0P8, LU1310477036, 
Xtrackers MSCI China UCITS ETF 1C, Equity China, Full replication, 24.06.10, 972, Accumulating, DBX0G2, LU0514695690, 
HSBC MSCI China UCITS ETF USD, Equity China, Full replication, 26.01.11, 659, Distributing, A1JHYT, IE00B44T3H88, 
Lyxor MSCI China UCITS ETF - Acc, Equity China, Swap based; Unfunded, 05.07.18, 342, Accumulating, LYX0YW, LU1841731745, 
iShares MSCI China UCITS ETF USD (Acc), Equity China, Full replication, 20.06.19, 871, Accumulating, A2PGQN, IE00BJ5JPG56, 
iShares MSCI China UCITS ETF USD (Dist), Equity China, Full replication, 27.04.20, 25, Distributing, A2P1KX, IE00BL977C92, 
Xtrackers MSCI China UCITS ETF 1D, Equity China, Full replication, 20.04.22, 515, Distributing, DBX0SC, LU2456436083, 
HSBC MSCI China UCITS ETF USD (Acc), Equity China, Full replication, 12.07.22, 53, Accumulating, A3DN5H, IE0007P4PBU1, 
L&G E Fund MSCI China A UCITS ETF, Equity China, Optimized; sampling, 19.05.14, 17, Accumulating, A1XBTG, IE00BHBFDF83, 
Lyxor MSCI China A (DR) UCITS ETF - Acc, Equity China, Optimized; sampling, 28.08.14, 214, Accumulating, LYX0SL, FR0011720911, 
UBS ETF (IE) MSCI China A SF UCITS ETF (USD) A-acc, Equity China, Swap based, 18.02.20, 163, Accumulating, A2PRV8, IE00BKFB6K94, 
Amundi MSCI China A II UCITS ETF Dist, Equity China, Swap based; Unfunded, 10.03.23, 184, Distributing, ETF015, LU2572256746, 
KraneShares MSCI China A 50 Connect UCITS ETF, Equity China, Full replication, 27.06.19, 4, Accumulating, None, IE00BJLFK515, 
iShares MSCI China A UCITS ETF, Equity China, Optimized; sampling, 08.04.15, 2235, Accumulating, A12DPT, IE00BQT3WG13, 
HSBC MSCI China A Inclusion UCITS ETF, Equity China, Full replication, 27.07.18, 57, Distributing, A2N390, IE00BF4NQ904, 
iShares MSCI China A UCITS ETF EUR Hedged (Acc), Equity China, Optimized; sampling, 23.02.22, 15, Accumulating, A3DENH, IE00099GAJC6, 
Invesco MSCI China All Shares Stock Connect UCITS ETF Acc, Equity China, Full replication, 01.03.21, 54, Accumulating, A2P8EJ, IE00BK80XL30, 
Deka MSCI China ex A Shares UCITS ETF, Equity China, Full replication, 29.06.10, 69, Distributing, ETFL32, DE000ETFL326, 
ICBCCS S&P China 500 UCITS ETF USD, Equity China, Optimized; sampling, 26.07.16, 36, Distributing, A2ANVN, LU1440654330, 
Invesco S&P China A 300 Swap UCITS ETF Acc, Equity China, Swap based; Unfunded, 05.05.22, 54, Accumulating, A3DDQ6, IE000K9Z3SF5, 
Expat Croatia CROBEX UCITS ETF, Equity Croatia, Full replication, 05.02.18, 0, Accumulating, A2JB7C, BGCROEX03189, 
Expat Czech PX UCITS ETF, Equity Czech Republic, Full replication, 21.12.17, 0, Accumulating, A2JAG6, BGCZPX003174, 
Lyxor CAC 40 (DR) UCITS ETF - Dist, Equity France, Full replication, 13.12.00, 2997, Distributing, 626678, FR0007052782, 
Xtrackers CAC 40 UCITS ETF 1D, Equity France, Full replication, 09.07.08, 174, Distributing, DBX1AR, LU0322250985, 
Amundi CAC 40 UCITS ETF DR EUR (C), Equity France, Full replication, 14.02.18, 567, Accumulating, A2H59J, LU1681046931, 
Amundi CAC 40 UCITS ETF DR EUR (D), Equity France, Full replication, 14.02.18, 85, Distributing, A2H59K, LU1681047079, 
Lyxor CAC 40 (DR) UCITS ETF - Acc, Equity France, Full replication, 13.12.18, 248, Accumulating, LYX0ZC, FR0013380607, 
Amundi ETF MSCI France UCITS ETF, Equity France, Swap based; Unfunded, 23.09.08, 20, Accumulating, A0REJP, FR0010655704, 
iShares MSCI France UCITS ETF, Equity France, Full replication, 05.09.14, 83, Accumulating, A12ATD, IE00BP3QZJ36, 
iShares Core DAX UCITS ETF (DE), Equity Germany, Full replication, 27.12.00, 5613, Accumulating, 593393, DE0005933931, 
Lyxor DAX (DR) UCITS ETF - Acc, Equity Germany, Full replication, 01.06.06, 580, Accumulating, LYX0AC, LU0252633754, 
Xtrackers DAX UCITS ETF 1C, Equity Germany, Full replication, 10.01.07, 3891, Accumulating, DBX1DA, LU0274211480, 
Deka DAX UCITS ETF, Equity Germany, Full replication, 14.03.08, 1166, Accumulating, ETFL01, DE000ETFL011, 
Deka DAX (ausschüttend) UCITS ETF, Equity Germany, Full replication, 23.06.08, 807, Distributing, ETFL06, DE000ETFL060, 
Lyxor Core DAX (DR) UCITS ETF, Equity Germany, Full replication, 21.08.08, 1047, Distributing, ETF001, LU0378438732, 
Amundi ETF DAX UCITS ETF DR, Equity Germany, Full replication, 23.09.08, 571, Accumulating, A0REJQ, FR0010655712, 
Lyxor DAX (DR) UCITS ETF - Dist, Equity Germany, Full replication, 02.07.20, 51, Distributing, LYX04A, LU2090062436, 
iShares Core DAX® UCITS ETF (DE) EUR (Dist), Equity Germany, Full replication, 27.04.21, 17, Distributing, A2QP33, DE000A2QP331, 
Xtrackers DAX UCITS ETF 1D, Equity Germany, Full replication, 08.04.22, 38, Distributing, DBX0QB, LU1349386927, 
Deka DAX ex Financials 30 UCITS ETF, Equity Germany, Full replication, 10.07.13, 23, Distributing, ETFL43, DE000ETFL433, 
Lyxor F.A.Z. 100 Index (DR) UCITS ETF, Equity Germany, Full replication, 28.09.11, 88, Distributing, ETF006, LU0650624025, 
Vanguard Germany All Cap UCITS ETF Distributing, Equity Germany, Full replication, 17.07.18, 140, Distributing, A2JF6S, IE00BG143G97, 
Deka Germany 30 UCITS ETF, Equity Germany, Full replication, 09.08.19, 5, Distributing, ETFL51, DE000ETFL516, 
Expat Greece ASE UCITS ETF, Equity Greece, Optimized; sampling, 21.12.17, 0, Accumulating, A2JAG9, BGGRASE06174, 
Lyxor MSCI Greece UCITS ETF - Dist, Equity Greece, Swap based; Unfunded, 05.01.07, 154, Distributing, LYX0BF, FR0010405431, 
UBS ETF (LU) MSCI Hong Kong UCITS ETF (HKD) A-dis, Equity Hong Kong, Full replication, 04.06.15, 35, Distributing, A14MGG, LU1169827224, 
Expat Hungary BUX UCITS ETF, Equity Hungary, Full replication, 05.02.18, 0, Accumulating, A2JB7B, BGHUBUX01189, 
Franklin FTSE India UCITS ETF, Equity India, Full replication, 25.06.19, 311, Accumulating, A2PB5W, IE00BHZRQZ17, 
Lyxor MSCI India UCITS ETF - Acc (EUR), Equity India, Swap based; Unfunded, 25.10.06, 810, Accumulating, LYX0BA, FR0010361683, 
Lyxor MSCI India UCITS ETF - Acc (USD), Equity India, Swap based; Unfunded, 12.12.06, 121, Accumulating, LYX0BQ, FR0010375766, 
Xtrackers MSCI India Swap UCITS ETF 1C, Equity India, Swap based; Unfunded, 24.06.10, 89, Accumulating, DBX0G0, LU0514695187, 
Amundi MSCI India UCITS ETF EUR (C), Equity India, Swap based; Unfunded, 18.04.18, 128, Accumulating, A2H57G, LU1681043086, 
Amundi MSCI India UCITS ETF USD, Equity India, Swap based; Unfunded, 18.04.18, 49, Accumulating, A2H57H, LU1681043169, 
iShares MSCI India UCITS ETF USD (Acc), Equity India, Optimized; sampling, 24.05.18, 2107, Accumulating, A2AFCY, IE00BZCQB185, 
Xtrackers Nifty 50 Swap UCITS ETF 1C, Equity India, Swap based; Unfunded, 05.07.07, 149, Accumulating, DBX1NN, LU0292109690, 
Xtrackers MSCI Indonesia Swap UCITS ETF 1C, Equity Indonesia, Swap based; Unfunded, 02.03.10, 56, Accumulating, DBX0EU, LU0476289623, 
HSBC MSCI Indonesia UCITS ETF USD, Equity Indonesia, Full replication, 28.03.11, 93, Distributing, A1H8BN, IE00B46G8275, 
Lyxor MSCI Indonesia UCITS ETF - Acc, Equity Indonesia, Swap based; Unfunded, 04.07.11, 46, Accumulating, LYX019, LU1900065811, 
Lyxor FTSE MIB UCITS ETF - Dist, Equity Italy, Full replication, 03.11.03, 339, Distributing, A0BLNG, FR0010010827, 
Xtrackers FTSE MIB UCITS ETF 1D, Equity Italy, Full replication, 04.01.07, 42, Distributing, DBX1MB, LU0274212538, 
iShares FTSE MIB UCITS ETF EUR (Dist), Equity Italy, Full replication, 06.07.07, 133, Distributing, A0MZWP, IE00B1XNH568, 
iShares FTSE MIB UCITS ETF (Acc), Equity Italy, Full replication, 26.01.10, 188, Accumulating, A0YEDP, IE00B53L4X51, 
Vanguard FTSE Japan UCITS ETF Distributing, Equity Japan, Full replication, 21.05.13, 2076, Distributing, A1T8FU, IE00B95PGT31, 
Vanguard FTSE Japan UCITS ETF Accumulating, Equity Japan, Full replication, 24.09.19, 338, Accumulating, A2PLS8, IE00BFMXYX26, 
Vanguard FTSE Japan UCITS ETF EUR Hedged Accumulating, Equity Japan, Full replication, 31.01.20, 64, Accumulating, A2PL2G, IE00BFMXYY33, 
Vanguard FTSE Japan UCITS ETF USD Hedged Acc, Equity Japan, Full replication, 31.01.20, 18, Accumulating, A2PV51, IE00BFMXZJ56, 
Invesco JPX-Nikkei 400 UCITS ETF, Equity Japan, Swap based; Unfunded, 10.09.14, 80, Accumulating, A119GW, IE00BPRCH686, 
Amundi JPX Nikkei 400 UCITS ETF EUR (C), Equity Japan, Swap based; Unfunded, 22.03.18, 59, Accumulating, A2H586, LU1681038912, 
Amundi JPX Nikkei 400 UCITS ETF JPY, Equity Japan, Swap based; Unfunded, 22.03.18, 37, Accumulating, A2H587, LU1681039050, 
Amundi ETF JPX Nikkei 400 UCITS ETF Daily Hedged CHF, Equity Japan, Swap based; Unfunded, 22.03.18, 5, Accumulating, A2H59B, LU1681047665, 
Invesco JPX-Nikkei 400 EUR Hedged UCITS ETF, Equity Japan, Swap based; Unfunded, 10.03.15, 9, Accumulating, A14MTZ, IE00BVGC6645, 
Amundi JPX Nikkei 400 UCITS ETF Daily Hedged EUR (C), Equity Japan, Swap based; Unfunded, 22.03.18, 69, Accumulating, A2H588, LU1681039134, 
Amundi JPX Nikkei 400 UCITS ETF Daily Hedged GBP, Equity Japan, Swap based; Unfunded, 22.03.18, 3, Accumulating, A2H59A, LU1681039308, 
Invesco JPX-Nikkei 400 USD Hedged UCITS ETF, Equity Japan, Swap based; Unfunded, 10.03.15, 5, Accumulating, A14MTY, IE00BVGC6751, 
Amundi JPX Nikkei 400 UCITS ETF Daily Hedged USD, Equity Japan, Swap based; Unfunded, 22.03.18, 42, Accumulating, A2H589, LU1681039217, 
UBS ETF (LU) MSCI Japan UCITS ETF (JPY) A-dis, Equity Japan, Full replication, 30.10.01, 624, Distributing, 794361, LU0136240974, 
iShares MSCI Japan UCITS ETF (Dist), Equity Japan, Optimized; sampling, 01.10.04, 1005, Distributing, A0DK60, IE00B02KXH56, 
Xtrackers MSCI Japan UCITS ETF 1C, Equity Japan, Full replication, 09.01.07, 1928, Accumulating, DBX1MJ, LU0274209740, 
Invesco MSCI Japan UCITS ETF, Equity Japan, Swap based; Unfunded, 02.04.09, 4, Accumulating, A0RGCR, IE00B60SX287, 
Deka MSCI Japan UCITS ETF, Equity Japan, Full replication, 09.06.09, 47, Distributing, ETFL30, DE000ETFL300, 
iShares MSCI Japan UCITS ETF USD (Acc), Equity Japan, Full replication, 11.01.10, 466, Accumulating, A0YEDV, IE00B53QDK08, 
HSBC MSCI Japan UCITS ETF USD, Equity Japan, Full replication, 23.03.10, 146, Distributing, A1CXGS, IE00B5VX7566, 
SPDR MSCI Japan UCITS ETF, Equity Japan, Optimized; sampling, 30.11.15, 253, Accumulating, A143DA, IE00BZ0G8B96, 
UBS ETF (LU) MSCI Japan UCITS ETF (JPY) A-acc, Equity Japan, Full replication, 14.07.17, 1604, Accumulating, A1W3BE, LU0950671825, 
Amundi MSCI Japan UCITS ETF Acc, Equity Japan, Full replication, 28.02.18, 2437, Accumulating, LYX0YC, LU1781541252, 
Amundi MSCI Japan UCITS ETF Dist, Equity Japan, Full replication, 17.09.20, 148, Distributing, LYX05A, LU2090063673, 
HSBC MSCI Japan UCITS ETF USD (Acc), Equity Japan, Full replication, 19.07.22, 3, Accumulating, A3DN5C, IE0006RFB3X2, 
Xtrackers MSCI Japan UCITS ETF 1D, Equity Japan, Full replication, 08.03.23, 1, Distributing, DBX0TS, LU2581375230, 
iShares MSCI Japan CHF Hedged UCITS ETF (Acc), Equity Japan, Optimized; sampling, 30.11.12, 201, Accumulating, A1J78Y, IE00B8J37J31, 
Xtrackers MSCI Japan UCITS ETF 7C CHF hedged, Equity Japan, Full replication, 09.09.16, 15, Accumulating, DBX0Q0, LU1215827756, 
UBS ETF (LU) MSCI Japan UCITS ETF (hedged to CHF) A-acc, Equity Japan, Full replication, 17.06.20, 193, Accumulating, A14ME9, LU1169821888, 
iShares MSCI Japan EUR Hedged UCITS ETF (Acc), Equity Japan, Optimized; sampling, 30.09.10, 751, Accumulating, A1C5E6, IE00B42Z5J44, 
Xtrackers MSCI Japan UCITS ETF 4C EUR hedged, Equity Japan, Full replication, 15.05.12, 411, Accumulating, DBX0KT, LU0659580079, 
SPDR MSCI Japan EUR Hedged UCITS ETF, Equity Japan, Optimized; sampling, 30.11.15, 33, Accumulating, A143DB, IE00BZ0G8C04, 
UBS ETF (LU) MSCI Japan UCITS ETF (hedged to EUR) A-acc, Equity Japan, Full replication, 25.06.20, 137, Accumulating, A14MFB, LU1169822266, 
UBS ETF (LU) MSCI Japan UCITS ETF (hedged to EUR) A-dis, Equity Japan, Full replication, 25.06.20, 47, Distributing, A14MFA, LU1169822001, 
Amundi MSCI Japan UCITS ETF EUR Hedged Dist, Equity Japan, Full replication, 17.09.20, 13, Distributing, LYX03F, LU2133056387, 
