name,id,imageurl,xdescription,ydescription,height,category,weight,typeofpokemon/0,typeofpokemon/1,weaknesses/0,weaknesses/1,weaknesses/2,weaknesses/3,evolutions/0,evolutions/1,evolutions/2,abilities/0,hp,attack,defense,special_attack,special_defense,speed,total,male_percentage,female_percentage,genderless,cycles,egg_groups,evolvedfrom,reason,base_exp,weaknesses/4,evolutions/3,weaknesses/5,weaknesses/6,evolutions/4,evolutions/5,evolutions/6,evolutions/7,evolutions/8
Diglett,#050,https://assets.pokemon.com/assets/cms2/img/pokedex/full/050.png,"Diglett are raised in most farms. The reason is simple— wherever this Pokémon burrows, the soil is left perfectly tilled for planting crops. This soil is made ideal for growing delicious vegetables.","Diglett are raised in most farms. The reason is simple— wherever this Pokémon burrows, the soil is left perfectly tilled for planting crops. This soil is made ideal for growing delicious vegetables.","0' 08""",Mole,1.8 lbs,Ground,,Grass,Ice,Water,,#050,#051,,Sand Veil,10,30,10,20,20,50,140,50%,50%,0,20 ,Field ,,,53,,,,,,,,,
Dugtrio,#051,https://assets.pokemon.com/assets/cms2/img/pokedex/full/051.png,"Dugtrio are actually triplets that emerged from one body. As a result, each triplet thinks exactly like the other two triplets. They work cooperatively to burrow endlessly.","Dugtrio are actually triplets that emerged from one body. As a result, each triplet thinks exactly like the other two triplets. They work cooperatively to burrow endlessly.","2' 04""",Mole,73.4 lbs,Ground,,Grass,Ice,Water,,#050,#051,,Sand Veil,20,40,20,20,30,60,190,50%,50%,0,20 ,Field ,#050,(Level 26),149,,,,,,,,,
Meowth,#052,https://assets.pokemon.com/assets/cms2/img/pokedex/full/052.png,"Meowth withdraws its sharp claws into its paws to slinkily sneak about without making any incriminating footsteps. For some reason, this Pokémon loves shiny coins that glitter with light.","Meowth withdraws its sharp claws into its paws to slinkily sneak about without making any incriminating footsteps. For some reason, this Pokémon loves shiny coins that glitter with light.","1' 04""",Scratch Cat,9.3 lbs,Normal,,Fighting,,,,#052,#053,,Pickup,20,20,20,20,20,50,150,50%,50%,0,20 ,Field ,,,58,,,,,,,,,
Persian,#053,https://assets.pokemon.com/assets/cms2/img/pokedex/full/053.png,Persian has six bold whiskers that give it a look of toughness. The whiskers sense air movements to determine what is in the Pokémon's surrounding vicinity. It becomes docile if grabbed by the whiskers.,Persian has six bold whiskers that give it a look of toughness. The whiskers sense air movements to determine what is in the Pokémon's surrounding vicinity. It becomes docile if grabbed by the whiskers.,"3' 03""",Classy Cat,70.5 lbs,Normal,,Fighting,,,,#052,#053,,Technician,30,40,30,30,30,60,220,50%,50%,0,20 ,Field ,#052,(Level 28),154,,,,,,,,,
Psyduck,#054,https://assets.pokemon.com/assets/cms2/img/pokedex/full/054.png,"If it uses its mysterious power, Psyduck can't remember having done so. It apparently can't form a memory of such an event because it goes into an altered state that is much like deep sleep.","Psyduck uses a mysterious power. When it does so, this Pokémon generates brain waves that are supposedly only seen in sleepers. This discovery spurred controversy among scholars.","2' 07""",Duck,43.2 lbs,Water,,Electric,Grass,,,#054,#055,,Damp,20,30,20,30,20,30,150,50%,50%,0,20 ,"Field, Water 1 ",,,64,,,,,,,,,
Golduck,#055,https://assets.pokemon.com/assets/cms2/img/pokedex/full/055.png,"Golduck is the fastest swimmer among all Pokémon. It swims effortlessly, even in a rough, stormy sea. It sometimes rescues people from wrecked ships floundering in high seas.",The webbed flippers on its forelegs and hind legs and the streamlined body of Golduck give it frightening speed. This Pokémon is definitely much faster than even the most athletic swimmer.,"5' 07""",Duck,168.9 lbs,Water,,Electric,Grass,,,#054,#055,,Damp,30,40,30,50,30,50,230,50%,50%,0,20 ,"Field, Water 1 ",#054,(Level 33),175,,,,,,,,,
Mankey,#056,https://assets.pokemon.com/assets/cms2/img/pokedex/full/056.png,"When Mankey starts shaking and its nasal breathing turns rough, it's a sure sign that it is becoming angry. However, because it goes into a towering rage almost instantly, it is impossible for anyone to flee its wrath.","When Mankey starts shaking and its nasal breathing turns rough, it's a sure sign that it is becoming angry. However, because it goes into a towering rage almost instantly, it is impossible for anyone to flee its wrath.","1' 08""",Pig Monkey,61.7 lbs,Fighting,,Flying,Psychic,Fairy,,#056,#057,,Vital Spirit,20,40,20,20,20,40,160,50%,50%,0,20 ,Field ,,,61,,,,,,,,,
Primeape,#057,https://assets.pokemon.com/assets/cms2/img/pokedex/full/057.png,"When Primeape becomes furious, its blood circulation is boosted. In turn, its muscles are made even stronger. However, it also becomes much less intelligent at the same time.","When Primeape becomes furious, its blood circulation is boosted. In turn, its muscles are made even stronger. However, it also becomes much less intelligent at the same time.","3' 03""",Pig Monkey,70.5 lbs,Fighting,,Flying,Psychic,Fairy,,#056,#057,,Vital Spirit,30,50,30,30,30,50,220,50%,50%,0,20 ,Field ,#056,(Level 28),159,,,,,,,,,
Growlithe,#058,https://assets.pokemon.com/assets/cms2/img/pokedex/full/058.png,"Growlithe has a superb sense of smell. Once it smells anything, this Pokémon won't forget the scent, no matter what. It uses its advanced olfactory sense to determine the emotions of other living things.","Growlithe has a superb sense of smell. Once it smells anything, this Pokémon won't forget the scent, no matter what. It uses its advanced olfactory sense to determine the emotions of other living things.","2' 04""",Puppy,41.9 lbs,Fire,,Ground,Rock,Water,,#058,#059,,Intimidate,20,40,20,30,20,30,160,75%,25%,0,20 ,Field ,,,70,,,,,,,,,
Arcanine,#059,https://assets.pokemon.com/assets/cms2/img/pokedex/full/059.png,"Arcanine is known for its high speed. It is said to be capable of running over 6,200 miles in a single day and night. The fire that blazes wildly within this Pokémon's body is its source of power.","Arcanine is known for its high speed. It is said to be capable of running over 6,200 miles in a single day and night. The fire that blazes wildly within this Pokémon's body is its source of power.","6' 03""",Legendary,341.7 lbs,Fire,,Ground,Rock,Water,,#058,#059,,Intimidate,40,60,40,50,30,50,270,75%,25%,0,20 ,Field ,#058,(use Fire Stone),194,,,,,,,,,
Poliwag,#060,https://assets.pokemon.com/assets/cms2/img/pokedex/full/060.png,"Poliwag has a very thin skin. It is possible to see the Pokémon's spiral innards right through the skin. Despite its thinness, however, the skin is also very flexible. Even sharp fangs bounce right off it.","Poliwag has a very thin skin. It is possible to see the Pokémon's spiral innards right through the skin. Despite its thinness, however, the skin is also very flexible. Even sharp fangs bounce right off it.","2' 00""",Tadpole,27.3 lbs,Water,,Electric,Grass,,,#060,#061,#062,Damp,20,30,20,20,20,50,160,50%,50%,0,20 ,Water 1 ,,,60,,#186,,,,,,,
Poliwhirl,#061,https://assets.pokemon.com/assets/cms2/img/pokedex/full/061.png,"The surface of Poliwhirl's body is always wet and slick with a slimy fluid. Because of this slippery covering, it can easily slip and slide out of the clutches of any enemy in battle.","The surface of Poliwhirl's body is always wet and slick with a slimy fluid. Because of this slippery covering, it can easily slip and slide out of the clutches of any enemy in battle.","3' 03""",Tadpole,44.1 lbs,Water,,Electric,Grass,,,#060,#061,#062,Damp,30,30,30,20,20,50,180,50%,50%,0,20 ,Water 1 ,#060,(Level 25),135,,#186,,,,,,,
Poliwrath,#062,https://assets.pokemon.com/assets/cms2/img/pokedex/full/062.png,"Poliwrath's highly developed, brawny muscles never grow fatigued, however much it exercises. It is so tirelessly strong, this Pokémon can swim back and forth across the ocean without effort.","Poliwrath's highly developed, brawny muscles never grow fatigued, however much it exercises. It is so tirelessly strong, this Pokémon can swim back and forth across the ocean without effort.","4' 03""",Tadpole,119.0 lbs,Water,Fighting,Electric,Flying,Grass,Psychic,#060,#061,#062,Damp,40,50,40,30,40,40,240,50%,50%,0,20 ,Water 1 ,#061,(use Water Stone),230,Fairy,#186,,,,,,,
Abra,#063,https://assets.pokemon.com/assets/cms2/img/pokedex/full/063.png,"Abra needs to sleep for eighteen hours a day. If it doesn't, this Pokémon loses its ability to use telekinetic powers. If it is attacked, Abra escapes using Teleport while it is still sleeping.","Abra sleeps for eighteen hours a day. However, it can sense the presence of foes even while it is sleeping. In such a situation, this Pokémon immediately teleports to safety.","2' 11""",Psi,43.0 lbs,Psychic,,Bug,Dark,Ghost,,#063,#064,#065,Inner Focus,10,10,10,50,20,50,150,75%,25%,0,20 ,Human-Like ,,,62,,,,,,,,,
Kadabra,#064,https://assets.pokemon.com/assets/cms2/img/pokedex/full/064.png,"Kadabra holds a silver spoon in its hand. The spoon is used to amplify the alpha waves in its brain. Without the spoon, the Pokémon is said to be limited to half the usual amount of its telekinetic powers.",Kadabra emits a peculiar alpha wave if it develops a headache. Only those people with a particularly strong psyche can hope to become a Trainer of this Pokémon.,"4' 03""",Psi,124.6 lbs,Psychic,,Bug,Dark,Ghost,,#063,#064,#065,Inner Focus,20,20,20,60,30,60,210,75%,25%,0,20 ,Human-Like ,#063,(Level 16),140,,,,,,,,,
Alakazam,#065,https://assets.pokemon.com/assets/cms2/img/pokedex/full/065.png,"Alakazam's brain continually grows, infinitely multiplying brain cells. This amazing brain gives this Pokémon an astoundingly high IQ of 5,000. It has a thorough memory of everything that has occurred in the world.","Alakazam's brain continually grows, making its head far too heavy to support with its neck. This Pokémon holds its head up using its psychokinetic power instead.","4' 11""",Psi,105.8 lbs,Psychic,,Bug,Dark,Ghost,,#063,#064,#065,Inner Focus,20,30,20,70,40,60,240,75%,25%,0,20 ,Human-Like ,#064,(Trade),225,,,,,,,,,
Machop,#066,https://assets.pokemon.com/assets/cms2/img/pokedex/full/066.png,Machop exercises by hefting around a Graveler as if it were a barbell. There are some Machop that travel the world in a quest to master all kinds of martial arts.,Machop's muscles are special—they never get sore no matter how much they are used in exercise. This Pokémon has sufficient power to hurl a hundred adult humans.,"2' 07""",Superpower,43.0 lbs,Fighting,,Flying,Psychic,Fairy,,#066,#067,#068,Guts,30,40,20,20,20,20,150,75%,25%,0,20 ,Human-Like ,,,61,,,,,,,,,
Machoke,#067,https://assets.pokemon.com/assets/cms2/img/pokedex/full/067.png,"Machoke undertakes bodybuilding every day even as it helps people with tough, physically demanding labor. On its days off, this Pokémon heads to the fields and mountains to exercise and train.","Machoke's thoroughly toned muscles possess the hardness of steel. This Pokémon has so much strength, it can easily hold aloft a sumo wrestler on just one finger.","4' 11""",Superpower,155.4 lbs,Fighting,,Flying,Psychic,Fairy,,#066,#067,#068,Guts,30,50,30,20,30,30,190,75%,25%,0,20 ,Human-Like ,#066,(Level 28),142,,,,,,,,,
Machamp,#068,https://assets.pokemon.com/assets/cms2/img/pokedex/full/068.png,"Machamp is known as the Pokémon that has mastered every kind of martial arts. If it grabs hold of the foe with its four arms, the battle is all but over. The hapless foe is thrown far over the horizon.","Machamp has the power to hurl anything aside. However, trying to do any work requiring care and dexterity causes its arms to get tangled. This Pokémon tends to leap into action before it thinks.","5' 03""",Superpower,286.6 lbs,Fighting,,Flying,Psychic,Fairy,,#066,#067,#068,Guts,40,70,40,30,40,30,250,75%,25%,0,20 ,Human-Like ,#067,(Trade),227,,,,,,,,,
Bellsprout,#069,https://assets.pokemon.com/assets/cms2/img/pokedex/full/069.png,"Bellsprout's thin and flexible body lets it bend and sway to avoid any attack, however strong it may be. From its mouth, this Pokémon spits a corrosive fluid that melts even iron.","Bellsprout's thin and flexible body lets it bend and sway to avoid any attack, however strong it may be. From its mouth, this Pokémon spits a corrosive fluid that melts even iron.","2' 04""",Flower,8.8 lbs,Grass,Poison,Fire,Flying,Ice,Psychic,#069,#070,#071,Chlorophyll,20,40,20,30,10,20,140,50%,50%,0,20 ,Grass ,,,60,,,,,,,,,
Weepinbell,#070,https://assets.pokemon.com/assets/cms2/img/pokedex/full/070.png,"Weepinbell has a large hook on its rear end. At night, the Pokémon hooks on to a tree branch and goes to sleep. If it moves around in its sleep, it may wake up to find itself on the ground.","Weepinbell has a large hook on its rear end. At night, the Pokémon hooks on to a tree branch and goes to sleep. If it moves around in its sleep, it may wake up to find itself on the ground.","3' 03""",Flycatcher,14.1 lbs,Grass,Poison,Fire,Flying,Ice,Psychic,#069,#070,#071,Chlorophyll,30,50,20,40,20,30,190,50%,50%,0,20 ,Grass ,#069,(Level 21),137,,,,,,,,,
Victreebel,#071,https://assets.pokemon.com/assets/cms2/img/pokedex/full/071.png,"Victreebel has a long vine that extends from its head. This vine is waved and flicked about as if it were an animal to attract prey. When an unsuspecting prey draws near, this Pokémon swallows it whole.","Victreebel has a long vine that extends from its head. This vine is waved and flicked about as if it were an animal to attract prey. When an unsuspecting prey draws near, this Pokémon swallows it whole.","5' 07""",Flycatcher,34.2 lbs,Grass,Poison,Fire,Flying,Ice,Psychic,#069,#070,#071,Chlorophyll,30,50,30,50,30,40,230,50%,50%,0,20 ,Grass ,#070,(use Leaf Stone),221,,,,,,,,,
Tentacool,#072,https://assets.pokemon.com/assets/cms2/img/pokedex/full/072.png,Tentacool absorbs sunlight and refracts it using water inside its body to convert it into beam energy. This Pokémon shoots beams from the small round organ above its eyes.,"Tentacool's body is largely composed of water. If it is removed from the sea, it dries up like parchment. If this Pokémon happens to become dehydrated, put it back into the sea.","2' 11""",Jellyfish,100.3 lbs,Water,Poison,Electric,Ground,Psychic,,#072,#073,,Clear Body,20,20,20,20,40,40,160,50%,50%,0,20 ,Water 3 ,,,67,,,,,,,,,
Tentacruel,#073,https://assets.pokemon.com/assets/cms2/img/pokedex/full/073.png,Tentacruel has tentacles that can be freely elongated and shortened at will. It ensnares prey with its tentacles and weakens the prey by dosing it with a harsh toxin. It can catch up to 80 prey at the same time.,Tentacruel has large red orbs on its head. The orbs glow before lashing the vicinity with a harsh ultrasonic blast. This Pokémon's outburst creates rough waves around it.,"5' 03""",Jellyfish,121.3 lbs,Water,Poison,Electric,Ground,Psychic,,#072,#073,,Clear Body,30,40,30,40,50,50,240,50%,50%,0,20 ,Water 3 ,#072,(Level 30),180,,,,,,,,,
Geodude,#074,https://assets.pokemon.com/assets/cms2/img/pokedex/full/074.png,"When Geodude sleeps deeply, it buries itself halfway into the ground. It will not awaken even if hikers step on it unwittingly. In the morning, this Pokémon rolls downhill in search of food.","The longer a Geodude lives, the more its edges are chipped and worn away, making it more rounded in appearance. However, this Pokémon's heart will remain hard, craggy, and rough always.","1' 04""",Rock,44.1 lbs,Rock,Ground,Grass,Water,Fighting,Ground,#074,#075,#076,Rock Head,20,40,40,10,10,10,130,50%,50%,0,15 ,Mineral ,,,60,Ice,,Steel,,,,,,
