FNT 1010, Fontana, Fontana, 
NDR 1111, Nadur, Nadur, 
NDR 1112, Nadur, Nadur, 
NDR 1113, Nadur, Nadur, 
NDR 1114, Nadur, Nadur, 
NDR 1115, Nadur, Nadur, 
NDR 1116, Nadur, Nadur, 
NDR 1117, Nadur, Nadur, 
NDR 1160, Nadur, Nadur, 
NDR 1161, Nadur, Nadur, 
NDR 1162, Nadur, Nadur, 
NDR 1163, Nadur, Nadur, 
NDR 1180, Nadur, Nadur, 
NDR 1181, Nadur, Nadur, 
NDR 1182, Nadur, Nadur, 
NDR 1183, Nadur, Nadur, 
NDR 1230, Nadur, Nadur, 
NDR 1231, Nadur, Nadur, 
NDR 1232, Nadur, Nadur, 
NDR 1233, Nadur, Nadur, 
NDR 1234, Nadur, Nadur, 
NDR 1235, Nadur, Nadur, 
NDR 1236, Nadur, Nadur, 
NDR 1237, Nadur, Nadur, 
NDR 1238, Nadur, Nadur, 
NDR 1239, Nadur, Nadur, 
NDR 1262, Nadur, Nadur, 
NDR 1263, Nadur, Nadur, 
NDR 1265, Nadur, Nadur, 
NDR 1303, Nadur, Nadur, 
NDR 1310, Nadur, Nadur, 
NDR 1311, Nadur, Nadur, 
NDR 1312, Nadur, Nadur, 
NDR 1313, Nadur, Nadur, 
NDR 1340, Nadur, Nadur, 
NDR 1341, Nadur, Nadur, 
NDR 1342, Nadur, Nadur, 
NDR 1343, Nadur, Nadur, 
NDR 1350, Nadur, Nadur, 
NDR 1351, Nadur, Nadur, 
NDR 1352, Nadur, Nadur, 
NDR 1353, Nadur, Nadur, 
NDR 1354, Nadur, Nadur, 
NDR 1355, Nadur, Nadur, 
NDR 1356, Nadur, Nadur, 
NDR 1357, Nadur, Nadur, 
NDR 1358, Nadur, Nadur, 
NDR 1359, Nadur, Nadur, 
NDR 1390, Nadur, Nadur, 
NDR 1392, Nadur, Nadur, 
NDR 1394, Nadur, Nadur, 
NDR 1396, Nadur, Nadur, 
NDR 1398, Nadur, Nadur, 
NDR 1399, Nadur, Nadur, 
NDR 1420, Nadur, Nadur, 
NDR 1421, Nadur, Nadur, 
NDR 1480, Nadur, Nadur, 
NDR 1481, Nadur, Nadur, 
NDR 1482, Nadur, Nadur, 
NDR 1483, Nadur, Nadur, 
NDR 1670, Nadur, Nadur, 
NDR 1700, Nadur, Nadur, 
NDR 1703, Nadur, Nadur, 
NDR 1704, Nadur, Nadur, 
NDR 1705, Nadur, Nadur, 
NDR 1811, Nadur, Nadur, 
NDR 1830, Nadur, Nadur, 
NDR 1831, Nadur, Nadur, 
NDR 1840, Nadur, Nadur, 
NDR 1842, Nadur, Nadur, 
NDR 1843, Nadur, Nadur, 
NDR 1844, Nadur, Nadur, 
NDR 1845, Nadur, Nadur, 
NDR 1846, Nadur, Nadur, 
NDR 1847, Nadur, Nadur, 
NDR 1861, Nadur, Nadur, 
NDR 1863, Nadur, Nadur, 
NDR 1930, Nadur, Nadur, 
NDR 1931, Nadur, Nadur, 
NDR 1940, Nadur, Nadur, 
NDR 1941, Nadur, Nadur, 
NDR 1960, Nadur, Nadur, 
NDR 2070, Nadur, Nadur, 
NDR 2071, Nadur, Nadur, 
NDR 2140, Nadur, Nadur, 
NDR 2141, Nadur, Nadur, 
NDR 2142, Nadur, Nadur, 
NDR 2150, Nadur, Nadur, 
NDR 2152, Nadur, Nadur, 
NDR 2153, Nadur, Nadur, 
NDR 2170, Nadur, Nadur, 
NDR 2171, Nadur, Nadur, 
NDR 2172, Nadur, Nadur, 
NDR 2173, Nadur, Nadur, 
NDR 2174, Nadur, Nadur, 
NDR 2175, Nadur, Nadur, 
NDR 2176, Nadur, Nadur, 
NDR 2177, Nadur, Nadur, 
NDR 2180, Nadur, Nadur, 
NDR 2181, Nadur, Nadur, 
NDR 2200, Nadur, Nadur, 
NDR 2201, Nadur, Nadur, 
NDR 2204, Nadur, Nadur, 
NDR 2210, Nadur, Nadur, 
NDR 2211, Nadur, Nadur, 
NDR 2220, Nadur, Nadur, 
NDR 2221, Nadur, Nadur, 
NDR 2222, Nadur, Nadur, 
NDR 2223, Nadur, Nadur, 
NDR 2224, Nadur, Nadur, 
NDR 2225, Nadur, Nadur, 
NDR 2230, Nadur, Nadur, 
NDR 2231, Nadur, Nadur, 
NDR 2232, Nadur, Nadur, 
NDR 2233, Nadur, Nadur, 
NDR 2234, Nadur, Nadur, 
NDR 2235, Nadur, Nadur, 
NDR 2240, Nadur, Nadur, 
NDR 2241, Nadur, Nadur, 
NDR 2242, Nadur, Nadur, 
NDR 2244, Nadur, Nadur, 
NDR 2245, Nadur, Nadur, 
NDR 2246, Nadur, Nadur, 
NDR 2250, Nadur, Nadur, 
NDR 2251, Nadur, Nadur, 
NDR 2310, Nadur, Nadur, 
NDR 2320, Nadur, Nadur, 
NDR 2321, Nadur, Nadur, 
NDR 2322, Nadur, Nadur, 
NDR 2323, Nadur, Nadur, 
NDR 2330, Nadur, Nadur, 
NDR 2331, Nadur, Nadur, 
NDR 2340, Nadur, Nadur, 
NDR 2341, Nadur, Nadur, 
NDR 2350, Nadur, Nadur, 
NDR 2370, Nadur, Nadur, 
NDR 2371, Nadur, Nadur, 
NDR 9030, Nadur, Nadur, 
NDR 9031, Nadur, Nadur, 
NDR 9032, Nadur, Nadur, 
NDR 9033, Nadur, Nadur, 
NDR 9034, Nadur, Nadur, 
NDR 9035, Nadur, Nadur, 
NDR 9036, Nadur, Nadur, 
NDR 9050, Nadur, Nadur, 
NDR 9051, Nadur, Nadur, 
NDR 9053, Nadur, Nadur, 
NDR 9070, Nadur, Nadur, 
NDR 9071, Nadur, Nadur, 
NDR 9080, Nadur, Nadur, 
NDR 9081, Nadur, Nadur, 
NDR 9083, Nadur, Nadur, 
NDR 9088, Nadur, Nadur, 
NDR 9090, Nadur, Nadur, 
QLA 1010, Qala, Qala, 
QLA 1011, Qala, Qala, 
QLA 1021, Qala, Qala, 
QLA 1022, Qala, Qala, 
QLA 1023, Qala, Qala, 
QLA 1024, Qala, Qala, 
QLA 1025, Qala, Qala, 
QLA 1026, Qala, Qala, 
QLA 1027, Qala, Qala, 
QLA 1028, Qala, Qala, 
QLA 1029, Qala, Qala, 
QLA 1030, Qala, Qala, 
QLA 1031, Qala, Qala, 
QLA 1032, Qala, Qala, 
QLA 1033, Qala, Qala, 
QLA 1033, Qala, Qala, 
QLA 1040, Qala, Qala, 
QLA 1041, Qala, Qala, 
QLA 1042, Qala, Qala, 
QLA 1043, Qala, Qala, 
QLA 1045, Qala, Qala, 
QLA 1050, Qala, Qala, 
QLA 1051, Qala, Qala, 
QLA 1052, Qala, Qala, 
QLA 1053, Qala, Qala, 
QLA 1054, Qala, Qala, 
QLA 1060, Qala, Qala, 
QLA 1061, Qala, Qala, 
QLA 1062, Qala, Qala, 
QLA 1063, Qala, Qala, 
QLA 1071, Qala, Qala, 
QLA 1072, Qala, Qala, 
QLA 1073, Qala, Qala, 
QLA 1080, Qala, Qala, 
QLA 1081, Qala, Qala, 
QLA 1082, Qala, Qala, 
QLA 1083, Qala, Qala, 
QLA 1090, Qala, Qala, 
QLA 1091, Qala, Qala, 
QLA 1110, Qala, Qala, 
QLA 1111, Qala, Qala, 
QLA 1112, Qala, Qala, 
QLA 1113, Qala, Qala, 
QLA 1114, Qala, Qala, 
QLA 1115, Qala, Qala, 
QLA 1120, Qala, Qala, 
QLA 1122, Qala, Qala, 
QLA 1123, Qala, Qala, 
QLA 1124, Qala, Qala, 
QLA 1125, Qala, Qala, 
QLA 1141, Qala, Qala, 
QLA 1142, Qala, Qala, 
QLA 1143, Qala, Qala, 
QLA 1180, Qala, Qala, 
QLA 1181, Qala, Qala, 
QLA 1182, Qala, Qala, 
QLA 1183, Qala, Qala, 
QLA 1200, Qala, Qala, 
QLA 1201, Qala, Qala, 
QLA 1202, Qala, Qala, 
QLA 1203, Qala, Qala, 
QLA 1206, Qala, Qala, 
QLA 1207, Qala, Qala, 
QLA 1208, Qala, Qala, 
QLA 1209, Qala, Qala, 
QLA 1210, Qala, Qala, 
QLA 1211, Qala, Qala, 
QLA 1240, Qala, Qala, 
QLA 1241, Qala, Qala, 
QLA 1242, Qala, Qala, 
QLA 1245, Qala, Qala, 
QLA 1270, Qala, Qala, 
QLA 1271, Qala, Qala, 
QLA 1272, Qala, Qala, 
QLA 1300, Qala, Qala, 
QLA 1302, Qala, Qala, 
QLA 1303, Qala, Qala, 
QLA 1310, Qala, Qala, 
QLA 1311, Qala, Qala, 
QLA 1312, Qala, Qala, 
QLA 1313, Qala, Qala, 
QLA 1314, Qala, Qala, 
QLA 1315, Qala, Qala, 
QLA 1316, Qala, Qala, 
QLA 1317, Qala, Qala, 
QLA 1320, Qala, Qala, 
QLA 1321, Qala, Qala, 
QLA 1330, Qala, Qala, 
QLA 1331, Qala, Qala, 
QLA 1332, Qala, Qala, 
QLA 1333, Qala, Qala, 
QLA 1334, Qala, Qala, 
QLA 1335, Qala, Qala, 
QLA 1410, Qala, Qala, 
QLA 1411, Qala, Qala, 
QLA 1420, Qala, Qala, 
QLA 1421, Qala, Qala, 
QLA 1422, Qala, Qala, 
QLA 1430, Qala, Qala, 
QLA 1431, Qala, Qala, 
QLA 1432, Qala, Qala, 
QLA 1433, Qala, Qala, 
QLA 1434, Qala, Qala, 
QLA 1601, Qala, Qala, 
QLA 1610, Qala, Qala, 
QLA 1611, Qala, Qala, 
QLA 1612, Qala, Qala, 
QLA 1613, Qala, Qala, 
QLA 1622, Qala, Qala, 
QLA 1643, Qala, Qala, 
QLA 1645, Qala, Qala, 
QLA 1650, Qala, Qala, 
QLA 1651, Qala, Qala, 
QLA 1660, Qala, Qala, 
QLA 1662, Qala, Qala, 
QLA 1664, Qala, Qala, 
QLA 1670, Qala, Qala, 
QLA 1671, Qala, Qala, 
QLA 1700, Qala, Qala, 
QLA 1701, Qala, Qala, 
QLA 1702, Qala, Qala, 
QLA 1703, Qala, Qala, 
QLA 1704, Qala, Qala, 
QLA 1705, Qala, Qala, 
QLA 1706, Qala, Qala, 
QLA 1707, Qala, Qala, 
QLA 1708, Qala, Qala, 
QLA 1709, Qala, Qala, 
QLA 1770, Qala, Qala, 
QLA 1771, Qala, Qala, 
QLA 1800, Qala, Qala, 
QLA 1801, Qala, Qala, 
QLA 1802, Qala, Qala, 
QLA 1830, Qala, Qala, 
QLA 1910, Qala, Qala, 
QLA 1911, Qala, Qala, 
QLA 1912, Qala, Qala, 
QLA 1913, Qala, Qala, 
QLA 1914, Qala, Qala, 
QLA 1915, Qala, Qala, 
QLA 1916, Qala, Qala, 
QLA 1917, Qala, Qala, 
QLA 1930, Qala, Qala, 
QLA 1932, Qala, Qala, 
QLA 1933, Qala, Qala, 
QLA 1934, Qala, Qala, 
QLA 1935, Qala, Qala, 
QLA 1936, Qala, Qala, 
QLA 9011, Qala, Qala, 
QLA 9012, Qala, Qala, 
QLA 9013, Qala, Qala, 
QLA 9015, Qala, Qala, 
QLA 9016, Qala, Qala, 
QLA 9017, Qala, Qala, 
QLA 9018, Qala, Qala, 
QLA 9019, Qala, Qala, 
QLA 9030, Qala, Qala, 
QLA 9031, Qala, Qala, 
QLA 9032, Qala, Qala, 
QLA 9033, Qala, Qala, 
QLA 9041, Qala, Qala, 
QLA 9042, Qala, Qala, 
QLA 9043, Qala, Qala, 
VCT 1020, Rabat, Rabat (Għawdex), 
VCT 1021, Rabat, Rabat (Għawdex), 
VCT 1022, Rabat, Rabat (Għawdex), 
VCT 1023, Rabat, Rabat (Għawdex), 
VCT 1030, Rabat, Rabat (Għawdex), 
VCT 1031, Rabat, Rabat (Għawdex), 
VCT 1032, Rabat, Rabat (Għawdex), 
VCT 1033, Rabat, Rabat (Għawdex), 
VCT 1034, Rabat, Rabat (Għawdex), 
VCT 1035, Rabat, Rabat (Għawdex), 
VCT 1040, Rabat, Rabat (Għawdex), 
VCT 1041, Rabat, Rabat (Għawdex), 
VCT 1050, Rabat, Rabat (Għawdex), 
VCT 1060, Rabat, Rabat (Għawdex), 
VCT 1062, Rabat, Rabat (Għawdex), 
VCT 1063, Rabat, Rabat (Għawdex), 
VCT 1071, Rabat, Rabat (Għawdex), 
VCT 1073, Rabat, Rabat (Għawdex), 
VCT 1100, Rabat, Rabat (Għawdex), 
VCT 1101, Rabat, Rabat (Għawdex), 
VCT 1102, Rabat, Rabat (Għawdex), 
VCT 1103, Rabat, Rabat (Għawdex), 
VCT 1330, Rabat, Rabat (Għawdex), 
VCT 1331, Rabat, Rabat (Għawdex), 
VCT 1332, Rabat, Rabat (Għawdex), 
VCT 1333, Rabat, Rabat (Għawdex), 
VCT 1334, Rabat, Rabat (Għawdex), 
VCT 1335, Rabat, Rabat (Għawdex), 
VCT 1370, Rabat, Rabat (Għawdex), 
VCT 1371, Rabat, Rabat (Għawdex), 
VCT 1372, Rabat, Rabat (Għawdex), 
VCT 1373, Rabat, Rabat (Għawdex), 
VCT 1390, Rabat, Rabat (Għawdex), 
VCT 1392, Rabat, Rabat (Għawdex), 
VCT 1393, Rabat, Rabat (Għawdex), 
VCT 1450, Rabat, Rabat (Għawdex), 
VCT 1451, Rabat, Rabat (Għawdex), 
VCT 1452, Rabat, Rabat (Għawdex), 
VCT 1453, Rabat, Rabat (Għawdex), 
VCT 1600, Rabat, Rabat (Għawdex), 
VCT 1601, Rabat, Rabat (Għawdex), 
VCT 1610, Rabat, Rabat (Għawdex), 
VCT 1611, Rabat, Rabat (Għawdex), 
VCT 1612, Rabat, Rabat (Għawdex), 
VCT 1613, Rabat, Rabat (Għawdex), 
VCT 1614, Rabat, Rabat (Għawdex), 
VCT 1615, Rabat, Rabat (Għawdex), 
VCT 1660, Rabat, Rabat (Għawdex), 
VCT 1661, Rabat, Rabat (Għawdex), 
VCT 1662, Rabat, Rabat (Għawdex), 
VCT 1663, Rabat, Rabat (Għawdex), 
VCT 1670, Rabat, Rabat (Għawdex), 
VCT 1671, Rabat, Rabat (Għawdex), 
VCT 1672, Rabat, Rabat (Għawdex), 
VCT 1673, Rabat, Rabat (Għawdex), 
VCT 1674, Rabat, Rabat (Għawdex), 
VCT 1675, Rabat, Rabat (Għawdex), 
VCT 1676, Rabat, Rabat (Għawdex), 
VCT 1677, Rabat, Rabat (Għawdex), 
VCT 1700, Rabat, Rabat (Għawdex), 
VCT 1701, Rabat, Rabat (Għawdex), 
VCT 1702, Rabat, Rabat (Għawdex), 
VCT 1740, Rabat, Rabat (Għawdex), 
VCT 1741, Rabat, Rabat (Għawdex), 
VCT 1742, Rabat, Rabat (Għawdex), 
VCT 1743, Rabat, Rabat (Għawdex), 
VCT 1750, Rabat, Rabat (Għawdex), 
VCT 1751, Rabat, Rabat (Għawdex), 
VCT 1752, Rabat, Rabat (Għawdex), 
VCT 1753, Rabat, Rabat (Għawdex), 
VCT 1760, Rabat, Rabat (Għawdex), 
VCT 1761, Rabat, Rabat (Għawdex), 
VCT 1762, Rabat, Rabat (Għawdex), 
VCT 1763, Rabat, Rabat (Għawdex), 
VCT 1802, Rabat, Rabat (Għawdex), 
VCT 1804, Rabat, Rabat (Għawdex), 
VCT 1805, Rabat, Rabat (Għawdex), 
VCT 1820, Rabat, Rabat (Għawdex), 
VCT 1821, Rabat, Rabat (Għawdex), 
VCT 1822, Rabat, Rabat (Għawdex), 
VCT 1831, Rabat, Rabat (Għawdex), 
VCT 1832, Rabat, Rabat (Għawdex), 
VCT 1833, Rabat, Rabat (Għawdex), 
VCT 1834, Rabat, Rabat (Għawdex), 
VCT 1850, Rabat, Rabat (Għawdex), 
VCT 1851, Rabat, Rabat (Għawdex), 
VCT 2040, Rabat, Rabat (Għawdex), 
VCT 2041, Rabat, Rabat (Għawdex), 
VCT 2042, Rabat, Rabat (Għawdex), 
VCT 2043, Rabat, Rabat (Għawdex), 
VCT 2044, Rabat, Rabat (Għawdex), 
VCT 2045, Rabat, Rabat (Għawdex), 
VCT 2046, Rabat, Rabat (Għawdex), 
VCT 2047, Rabat, Rabat (Għawdex), 
VCT 2049, Rabat, Rabat (Għawdex), 
VCT 2090, Rabat, Rabat (Għawdex), 
VCT 2091, Rabat, Rabat (Għawdex), 
VCT 2092, Rabat, Rabat (Għawdex), 
VCT 2093, Rabat, Rabat (Għawdex), 
VCT 2100, Rabat, Rabat (Għawdex), 
VCT 2101, Rabat, Rabat (Għawdex), 
VCT 2102, Rabat, Rabat (Għawdex), 
VCT 2103, Rabat, Rabat (Għawdex), 
VCT 2104, Rabat, Rabat (Għawdex), 
VCT 2105, Rabat, Rabat (Għawdex), 
VCT 2106, Rabat, Rabat (Għawdex), 
VCT 2107, Rabat, Rabat (Għawdex), 
VCT 2108, Rabat, Rabat (Għawdex), 
VCT 2109, Rabat, Rabat (Għawdex), 
VCT 2120, Rabat, Rabat (Għawdex), 
VCT 2122, Rabat, Rabat (Għawdex), 
VCT 2123, Rabat, Rabat (Għawdex), 
VCT 2124, Rabat, Rabat (Għawdex), 
VCT 2125, Rabat, Rabat (Għawdex), 
VCT 2130, Rabat, Rabat (Għawdex), 
VCT 2131, Rabat, Rabat (Għawdex), 
VCT 2132, Rabat, Rabat (Għawdex), 
VCT 2133, Rabat, Rabat (Għawdex), 
VCT 2134, Rabat, Rabat (Għawdex), 
VCT 2135, Rabat, Rabat (Għawdex), 
VCT 2136, Rabat, Rabat (Għawdex), 
VCT 2137, Rabat, Rabat (Għawdex), 
VCT 2150, Rabat, Rabat (Għawdex), 
VCT 2151, Rabat, Rabat (Għawdex), 
VCT 2160, Rabat, Rabat (Għawdex), 
VCT 2162, Rabat, Rabat (Għawdex), 
VCT 2163, Rabat, Rabat (Għawdex), 
VCT 2180, Rabat, Rabat (Għawdex), 
VCT 2210, Rabat, Rabat (Għawdex), 
VCT 2211, Rabat, Rabat (Għawdex), 
VCT 2212, Rabat, Rabat (Għawdex), 
VCT 2213, Rabat, Rabat (Għawdex), 
VCT 2240, Rabat, Rabat (Għawdex), 
VCT 2241, Rabat, Rabat (Għawdex), 
VCT 2242, Rabat, Rabat (Għawdex), 
VCT 2243, Rabat, Rabat (Għawdex), 
VCT 2244, Rabat, Rabat (Għawdex), 
VCT 2245, Rabat, Rabat (Għawdex), 
VCT 2514, Rabat, Rabat (Għawdex), 
VCT 2515, Rabat, Rabat (Għawdex), 
VCT 2516, Rabat, Rabat (Għawdex), 
VCT 2517, Rabat, Rabat (Għawdex), 
VCT 2518, Rabat, Rabat (Għawdex), 
VCT 2519, Rabat, Rabat (Għawdex), 
VCT 2520, Rabat, Rabat (Għawdex), 
VCT 2540, Rabat, Rabat (Għawdex), 
VCT 2541, Rabat, Rabat (Għawdex), 
VCT 2571, Rabat, Rabat (Għawdex), 
VCT 2572, Rabat, Rabat (Għawdex), 
VCT 2573, Rabat, Rabat (Għawdex), 
VCT 2574, Rabat, Rabat (Għawdex), 
VCT 2575, Rabat, Rabat (Għawdex), 
VCT 2576, Rabat, Rabat (Għawdex), 
VCT 2577, Rabat, Rabat (Għawdex), 
VCT 2578, Rabat, Rabat (Għawdex), 
VCT 2579, Rabat, Rabat (Għawdex), 
VCT 2580, Rabat, Rabat (Għawdex), 
VCT 2581, Rabat, Rabat (Għawdex), 
VCT 2630, Rabat, Rabat (Għawdex), 
VCT 2631, Rabat, Rabat (Għawdex), 
VCT 2710, Rabat, Rabat (Għawdex), 
VCT 2711, Rabat, Rabat (Għawdex), 
VCT 2713, Rabat, Rabat (Għawdex), 
VCT 2810, Rabat, Rabat (Għawdex), 
VCT 2811, Rabat, Rabat (Għawdex), 
VCT 2812, Rabat, Rabat (Għawdex), 
VCT 2813, Rabat, Rabat (Għawdex), 
VCT 2820, Rabat, Rabat (Għawdex), 
VCT 2821, Rabat, Rabat (Għawdex), 
VCT 2822, Rabat, Rabat (Għawdex), 
VCT 2823, Rabat, Rabat (Għawdex), 
VCT 2911, Rabat, Rabat (Għawdex), 
VCT 2912, Rabat, Rabat (Għawdex), 
VCT 2913, Rabat, Rabat (Għawdex), 
SLZ 1010, San Lawrenz, San Lawrenz, 
SLZ 1011, San Lawrenz, San Lawrenz, 
SLZ 1012, San Lawrenz, San Lawrenz, 
SLZ 1013, San Lawrenz, San Lawrenz, 
SLZ 1020, San Lawrenz, San Lawrenz, 
SLZ 1030, San Lawrenz, San Lawrenz, 
SLZ 1031, San Lawrenz, San Lawrenz, 
SLZ 1040, San Lawrenz, San Lawrenz, 
SLZ 1041, San Lawrenz, San Lawrenz, 
SLZ 1043, San Lawrenz, San Lawrenz, 
SLZ 1044, San Lawrenz, San Lawrenz, 
SLZ 1045, San Lawrenz, San Lawrenz, 
SLZ 1100, San Lawrenz, San Lawrenz, 
SLZ 1101, San Lawrenz, San Lawrenz, 
SLZ 1102, San Lawrenz, San Lawrenz, 
SLZ 1110, San Lawrenz, San Lawrenz, 
SLZ 1111, San Lawrenz, San Lawrenz, 
SLZ 1120, San Lawrenz, San Lawrenz, 
SLZ 1121, San Lawrenz, San Lawrenz, 
SLZ 1122, San Lawrenz, San Lawrenz, 
SLZ 1123, San Lawrenz, San Lawrenz, 
SLZ 1200, San Lawrenz, San Lawrenz, 
SLZ 1201, San Lawrenz, San Lawrenz, 
SLZ 1211, San Lawrenz, San Lawrenz, 
SLZ 1213, San Lawrenz, San Lawrenz, 
SLZ 1221, San Lawrenz, San Lawrenz, 
SLZ 1223, San Lawrenz, San Lawrenz, 
SLZ 1230, San Lawrenz, San Lawrenz, 
SLZ 1231, San Lawrenz, San Lawrenz, 
SLZ 1232, San Lawrenz, San Lawrenz, 
SLZ 1233, San Lawrenz, San Lawrenz, 
SLZ 1240, San Lawrenz, San Lawrenz, 
SLZ 1241, San Lawrenz, San Lawrenz, 
SLZ 1260, San Lawrenz, San Lawrenz, 
SLZ 1261, San Lawrenz, San Lawrenz, 
SLZ 1262, San Lawrenz, San Lawrenz, 
SLZ 1263, San Lawrenz, San Lawrenz, 
SLZ 1300, San Lawrenz, San Lawrenz, 
SLZ 1301, San Lawrenz, San Lawrenz, 
SLZ 1302, San Lawrenz, San Lawrenz, 
SLZ 1303, San Lawrenz, San Lawrenz, 
SLZ 1320, San Lawrenz, San Lawrenz, 
SLZ 1321, San Lawrenz, San Lawrenz, 
SLZ 1322, San Lawrenz, San Lawrenz, 
SLZ 1323, San Lawrenz, San Lawrenz, 
SLZ 1360, San Lawrenz, San Lawrenz, 
SLZ 1552, San Lawrenz, San Lawrenz, 
SNT 1100, Sannat, Sannat, 
SNT 1101, Sannat, Sannat, 
SNT 1102, Sannat, Sannat, 
SNT 1103, Sannat, Sannat, 
SNT 1111, Sannat, Sannat, 
SNT 1113, Sannat, Sannat, 
SNT 1115, Sannat, Sannat, 
SNT 1117, Sannat, Sannat, 
SNT 1120, Sannat, Sannat, 
SNT 1121, Sannat, Sannat, 
SNT 1122, Sannat, Sannat, 
SNT 1123, Sannat, Sannat, 
SNT 1130, Sannat, Sannat, 
SNT 1131, Sannat, Sannat, 
SNT 1132, Sannat, Sannat, 
SNT 1133, Sannat, Sannat, 
SNT 1140, Sannat, Sannat, 
SNT 1141, Sannat, Sannat, 
SNT 1150, Sannat, Sannat, 
SNT 1152, Sannat, Sannat, 
SNT 1154, Sannat, Sannat, 
SNT 1156, Sannat, Sannat, 
SNT 1161, Sannat, Sannat, 
SNT 1210, Sannat, Sannat, 
SNT 1211, Sannat, Sannat, 
SNT 1213, Sannat, Sannat, 
SNT 1220, Sannat, Sannat, 
SNT 1221, Sannat, Sannat, 
SNT 1230, Sannat, Sannat, 
SNT 1240, Sannat, Sannat, 
SNT 1241, Sannat, Sannat, 
SNT 1250, Sannat, Sannat, 
SNT 1260, Sannat, Sannat, 
SNT 1262, Sannat, Sannat, 
SNT 1263, Sannat, Sannat, 
SNT 1264, Sannat, Sannat, 
SNT 1265, Sannat, Sannat, 
SNT 1270, Sannat, Sannat, 
SNT 1271, Sannat, Sannat, 
SNT 1280, Sannat, Sannat, 
SNT 1281, Sannat, Sannat, 
SNT 1282, Sannat, Sannat, 
SNT 1283, Sannat, Sannat, 
SNT 1300, Sannat, Sannat, 
SNT 1301, Sannat, Sannat, 
SNT 1302, Sannat, Sannat, 
SNT 1303, Sannat, Sannat, 
SNT 1304, Sannat, Sannat, 
SNT 1305, Sannat, Sannat, 
SNT 1306, Sannat, Sannat, 
SNT 1320, Sannat, Sannat, 
SNT 1322, Sannat, Sannat, 
SNT 1323, Sannat, Sannat, 
SNT 1324, Sannat, Sannat, 
SNT 1325, Sannat, Sannat, 
SNT 1330, Sannat, Sannat, 
SNT 1331, Sannat, Sannat, 
SNT 1332, Sannat, Sannat, 
SNT 1333, Sannat, Sannat, 
SNT 1341, Sannat, Sannat, 
SNT 1342, Sannat, Sannat, 
SNT 1350, Sannat, Sannat, 
SNT 1351, Sannat, Sannat, 
SNT 1352, Sannat, Sannat, 
SNT 1353, Sannat, Sannat, 
SNT 1360, Sannat, Sannat, 
SNT 1361, Sannat, Sannat, 
SNT 1400, Sannat, Sannat, 
SNT 1401, Sannat, Sannat, 
SNT 1402, Sannat, Sannat, 
SNT 1403, Sannat, Sannat, 
SNT 1404, Sannat, Sannat, 
SNT 1405, Sannat, Sannat, 
SNT 1406, Sannat, Sannat, 
SNT 1407, Sannat, Sannat, 
SNT 1408, Sannat, Sannat, 
SNT 1409, Sannat, Sannat, 
SNT 1410, Sannat, Sannat, 
SNT 1411, Sannat, Sannat, 
SNT 1420, Sannat, Sannat, 
SNT 1422, Sannat, Sannat, 
SNT 1424, Sannat, Sannat, 
SNT 1430, Sannat, Sannat, 
SNT 1431, Sannat, Sannat, 
SNT 1432, Sannat, Sannat, 
SNT 1433, Sannat, Sannat, 
SNT 1440, Sannat, Sannat, 
SNT 1442, Sannat, Sannat, 
SNT 1443, Sannat, Sannat, 
SNT 1444, Sannat, Sannat, 
SNT 1445, Sannat, Sannat, 
SNT 1450, Sannat, Sannat, 
SNT 1451, Sannat, Sannat, 
SNT 1452, Sannat, Sannat, 
SNT 1460, Sannat, Sannat, 
SNT 1462, Sannat, Sannat, 
SNT 1463, Sannat, Sannat, 
SNT 1465, Sannat, Sannat, 
SNT 1510, Sannat, Sannat, 
SNT 1511, Sannat, Sannat, 
SNT 1512, Sannat, Sannat, 
SNT 1513, Sannat, Sannat, 
SNT 1514, Sannat, Sannat, 
SNT 1515, Sannat, Sannat, 
SNT 1516, Sannat, Sannat, 
SNT 1517, Sannat, Sannat, 
SNT 1520, Sannat, Sannat, 
SNT 1521, Sannat, Sannat, 
SNT 1522, Sannat, Sannat, 
SNT 1523, Sannat, Sannat, 
SNT 1524, Sannat, Sannat, 
SNT 1525, Sannat, Sannat, 
SNT 1540, Sannat, Sannat, 
SNT 1541, Sannat, Sannat, 
SNT 1542, Sannat, Sannat, 
SNT 1550, Sannat, Sannat, 
SNT 1552, Sannat, Sannat, 
SNT 1561, Sannat, Sannat, 
SNT 1570, Sannat, Sannat, 
SNT 1571, Sannat, Sannat, 
SNT 1580, Sannat, Sannat, 
SNT 1581, Sannat, Sannat, 
SNT 1582, Sannat, Sannat, 
SNT 1583, Sannat, Sannat, 
SNT 1590, Sannat, Sannat, 
SNT 1591, Sannat, Sannat, 
SNT 1610, Sannat, Sannat, 
SNT 1611, Sannat, Sannat, 
SNT 1612, Sannat, Sannat, 
SNT 1900, Sannat, Sannat, 
SNT 1902, Sannat, Sannat, 
SNT 1905, Sannat, Sannat, 
SNT 1910, Sannat, Sannat, 
SNT 1930, Sannat, Sannat, 
SNT 1941, Sannat, Sannat, 
SNT 2010, Sannat, Sannat, 
SNT 9020, Sannat, Sannat, 
SNT 9021, Sannat, Sannat, 
SNT 9022, Sannat, Sannat, 
SNT 9023, Sannat, Sannat, 
SNT 9030, Sannat, Sannat, 
SNT 9031, Sannat, Sannat, 
SNT 9032, Sannat, Sannat, 
